text,speaker,context,sarcasm,show
"Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.",SHELDON,True,False,BBT
"Hi, Howard. Hi, Sheldon.",PERSON,True,False,BBT
Hello. Hey.,SHELDON,True,False,BBT
Why are you holding hands? I forbid you to hold hands.,RAJ,True,False,BBT
"Rajesh, you know Leonard and I spent the night together.",PERSON,True,False,BBT
"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",PENNY,False,True,BBT
"Thank you, Leonard. That doesn't make it sound boring at all.",PERSON,True,True,BBT
"So, how you holding up?",AMY,True,True,BBT
I'm fine.,PENNY,True,True,BBT
"Oh, who are you kidding? She's breathtaking.",AMY,True,True,BBT
"So, Penny, Leonard tells me you're an actress. That must be pretty exciting.",PERSON,True,True,BBT
"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?",HOWARD,False,True,BBT
"The audible sigh is a show of exasperation, right?",SHELDON,True,True,BBT
Right.,LEONARD,True,True,BBT
Is it about me or the dead pixels?,SHELDON,True,True,BBT
"Hey, you're just in time. We made Tex-Mex.",RAJ,True,True,BBT
"Oh, sounds great.",LEONARD,True,True,BBT
"Oh, Indians making Tex-Mex.",SHELDON,True,True,BBT
Might as well have had the Chinese pizza.,SHELDON,True,True,BBT
"Hey, you.",PERSON,True,True,BBT
"Yeah, it's a great time to be alive, isn't it?",PENNY,False,True,BBT
"but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.",SHELDON,True,True,BBT
Wise.,AMY,True,True,BBT
There you go. Just like recovering alcoholics drink in the Caribbean.,PENNY,True,True,BBT
"Hi, bestie.",AMY,True,True,BBT
"Oh. Hi, Amy. How you been?",PENNY,True,True,BBT
"Fine. From this angle, I can see up your nose.",AMY,True,True,BBT
I'm not saying that you're not fun. You're the most fun person I know.,AMY,False,False,BBT
Your flaring nostrils indicate otherwise.,AMY,True,False,BBT
Cluck-cluck-cluck.,SHELDON,True,False,BBT
"Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes.",AMY,True,False,BBT
Leonard the nucleus? That makes no sense.,SHELDON,True,False,BBT
I'm the whimsical elf that everyone looks to for a good time.,SHELDON,True,False,BBT
"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",AMY,False,True,BBT
"Um, no.",BERNADETTE,True,True,BBT
You should get one.,AMY,True,True,BBT
What's that?,BERNADETTE,True,True,BBT
It appears to be something preserved between two pieces of acrylic.,AMY,True,True,BBT
"Oh, it's a snowflake from the North Pole. Leonard gave it to me last year.",PENNY,True,True,BBT
"Oh, God, that is so romantic.",BERNADETTE,True,True,BBT
"Yeah, it was.",PENNY,True,True,BBT
Leonard's really one of a kind.,BERNADETTE,True,True,BBT
"I'm sorry, Sheldon bought a loom and learned how to weave?",PERSON3,False,False,BBT
"Baby, you're not that kind",PERSON1,True,False,BBT
Don't go breaking my heart,PERSON1,True,False,BBT
"Anybody do ""Walking on Sunshine"" yet?",PERSON2,True,False,BBT
No,SHELDON,True,False,BBT
Dibs.,PERSON2,True,False,BBT
"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.",PENNY,False,True,BBT
That bitch is crafty.,AMY,True,True,BBT
You think?,BERNADETTE,True,True,BBT
Of course. How does the cheetah attack a herd of wildebeests? By going after its weakest member.,AMY,True,True,BBT
"Well, what makes me the weakest member?",BERNADETTE,True,True,BBT
Your trusting nature coupled with your teeny-tiny body. You wouldn't last a minute on the Serengeti.,AMY,True,True,BBT
"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,False,True,BBT
"The backwash into this glass is every pathogen that calls your mouth home, sweet home.",SHELDON,True,True,BBT
Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.,SHELDON,True,True,BBT
Hey! That's my sister and my country you're talking about.,RAJ,True,True,BBT
"Leonard may have defiled one, but I won't have you talking smack about the other.",RAJ,True,True,BBT
You guys ready to order?,BERNADETTE,True,True,BBT
"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",SHELDON,False,True,BBT
of your subtropical girlfriend.,SHELDON,True,True,BBT
Hey! That's my sister and my country you're talking about.,RAJ,True,True,BBT
"Leonard may have defiled one, but I won't have you talking smack about the other.",RAJ,True,True,BBT
You guys ready to order?,BERNADETTE,True,True,BBT
"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,True,True,BBT
I don't understand.,BERNADETTE,True,True,BBT
"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",HOWARD,False,True,BBT
I was thinking of weaving it into her eulogy.,HOWARD,True,True,BBT
"Howard, you've got to tell your mother.",PERSON,True,True,BBT
"Hey, have you told your parents you're dating this short glass of skim milk here?",HOWARD,True,True,BBT
"Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.",PERSON,True,True,BBT
I gargled with tequila and may have swallowed a teeny bit.,SHELDON,False,False,BBT
"Hey, have you told your parents you're dating this short glass of skim milk here?",HOWARD,True,False,BBT
"Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.",PERSON,True,False,BBT
"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",HOWARD,True,False,BBT
is an event that's like a heart attack.,SHELDON,False,True,BBT
"Yeah, I'm saying, it'd be easier to lift a car.",PENNY,True,True,BBT
"What can I tell you? After I found the courage to put her pants back on, I was unstoppable.",HOWARD,True,True,BBT
"So, how is she?",LEONARD,True,True,BBT
They're running tests-- I don't know.,HOWARD,True,True,BBT
It may have been a heart attack or heart-attack-like event.,HOWARD,True,True,BBT
What's the difference?,PENNY,True,True,BBT
A heart-attack-like event,SHELDON,True,True,BBT
"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",RAJ,False,True,BBT
You mean when he was little.,PENNY,True,True,BBT
Not as little as you'd want him to be.,PERSON,True,True,BBT
"You know, this stuff is horrible.
You want to see if we can find the cafeteria and get real coffee? Sure.",PENNY,True,True,BBT
"We're going to the cafeteria to get some coffee. 
You want anything?",PERSON,True,True,BBT
I'm fine.,LEONARD,True,True,BBT
That's nice that they're getting along.,RAJ,True,True,BBT
"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",SHELDON,False,True,BBT
the organism responsible for Michelob Lite.,AMY,True,True,BBT
Is there something wrong with your neck?,AMY,True,True,BBT
It's a little stiff.,SHELDON,True,True,BBT
What a remarkably fragile structure to support such a valuable payload.,SHELDON,True,True,BBT
Not unlike balancing a Faberge egg on a Pixie Stick.,SHELDON,True,True,BBT
Have you considered massage?,AMY,True,True,BBT
"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",SHELDON,False,True,BBT
And a living will and durable power of attorney.,SHELDON,True,True,BBT
"This says you can make ""end of life"" decisions for me.",RAJ,True,True,BBT
"As your friend, let's hope it doesn't come to that. 
Please sign.",SHELDON,True,True,BBT
Did you sign this?,RAJ,True,True,BBT
"There's a reciprocity clause.
You get to pull the plug on him, too.",LEONARD,True,True,BBT
"Well, that seems fair.",RAJ,True,True,BBT
Of course you do. You're a cutie pie! Any girl would be lucky to have you!,BERNADETTE,False,False,BBT
What the hell is wrong with you?!,BERNADETTE,True,False,BBT
"Well...
You were always so nice to me, I thought maybe you liked me.",RAJ,True,False,BBT
I'm nice to everyone!,BERNADETTE,True,False,BBT
I'm sorry.,RAJ,True,False,BBT
"Damn right, you're sorry!",BERNADETTE,True,False,BBT
And you tell Howard there's never been anything between us!,BERNADETTE,True,False,BBT
"I will. Hey, Bernadette?",RAJ,True,False,BBT
What?!,BERNADETTE,True,False,BBT
Do you think I have a shot with Penny?,RAJ,True,False,BBT
"Oh, I could so see you being the face of hemorrhoids.",AMY,False,True,BBT
It's like a waterfall of liquid gold.,AMY,True,True,BBT
My turn.,AMY,True,True,BBT
"You know, I don't even know what the point of me staying in L.A. is.",PENNY,True,True,BBT
I haven't gotten a single acting job since I moved out here.,PENNY,True,True,BBT
"The closest I came was last month, I got a callback for a hemorrhoid commercial.",PENNY,True,True,BBT
"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",SHELDON,False,False,BBT
What are you doing?,SHELDON,True,False,BBT
"Oh, uh, Priya's calling in a few minutes on Skype, and we are gonna have a dinner date.",LEONARD,True,False,BBT
"It's 8:00 in the morning in Mumbai. 
How can she have dinner?",SHELDON,True,False,BBT
"Fine, whatever. 
Priya will be having breakfast.",LEONARD,True,False,BBT
"When you're done copping a feel, that goes on my wrist.",AMY,False,True,BBT
"Oh, sweetie, guests don't normally wear corsages to a wedding. 
That's more of a prom thing.",PENNY,True,True,BBT
"I never went to my prom. 
My mom paid my cousin to take me, but he just used the money to buy drugs.",AMY,True,True,BBT
Put the corsage on her.,PENNY,True,True,BBT
"When you're done copping a feel, that goes on my wrist.",LEONARD,True,True,BBT
"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",SHELDON,False,False,BBT
Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas.,RAJ,True,False,BBT
"Eat another pie, you'll have your own bazongas.",HOWARD,True,False,BBT
That's cruel.,RAJ,True,False,BBT
You know it goes straight to my hips.,RAJ,True,False,BBT
"Gentlemen, please focus.",SHELDON,True,False,BBT
You're facing a fire-breathing dragon.,SHELDON,True,False,BBT
I don't know if I want to play anymore.,RAJ,True,False,BBT
Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,HOWARD,False,False,BBT
because you no longer wear underpants.,LEONARD,True,False,BBT
The dice giveth and the dice taketh away.,SHELDON,True,False,BBT
Is Raj out with Emily again?,PENNY,True,False,BBT
"Yeah, every night for the last month.",LEONARD,True,False,BBT
"Wow, can't believe he has a girlfriend.",PENNY,True,False,BBT
Me neither.,SHELDON,True,False,BBT
Smart. Whisper so the deaf chick can't hear you.,HOWARD,False,True,BBT
Wow.,HOWARD,True,True,BBT
You're engaged to my friend.,PENNY,True,True,BBT
"Hey, Bernadette doesn't mind where I get my motor running, as long as I park in the right garage.",HOWARD,True,True,BBT
I can't believe you're engaged to my friend.,PENNY,True,True,BBT
You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,SHELDON,False,True,BBT
What differences does it make if Leonard goes to Wil Wheaton's party?,AMY,True,True,BBT
Wil Wheaton is Sheldon's mortal enemy.,PENNY,True,True,BBT
Mortal enemy?,AMY,True,True,BBT
"Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy?",AMY,True,True,BBT
"In fact, I have 61 of them.",SHELDON,True,True,BBT
Would you like to see the list?,SHELDON,True,True,BBT
"Oh, say no, say no, say no, say no.",PENNY,True,True,BBT
"You see betrayal in others, but not yourself.",SHELDON,False,True,BBT
What choice did I have? She went behind my back and turned my own mother against me.,HOWARD,True,True,BBT
"Wow. You're not only our first astronaut.
You're also the first one of us to kick a girl out of bed.",RAJ,True,True,BBT
You're like a rock star.,RAJ,True,True,BBT
Little bit.,HOWARD,True,True,BBT
"I hate to say it, but she did kind of betray you.",LEONARD,True,True,BBT
I don't know what I'm going to do. I don't want to break up over this.,BERNADETTE,False,False,BBT
He can't go to space.,BERNADETTE,True,False,BBT
He's like a baby bird.,BERNADETTE,True,False,BBT
Do you know he once got an asthma attack from reading an old library book?,BERNADETTE,True,False,BBT
You're kidding.,AMY,True,False,BBT
"No, I was there that day.",PENNY,True,False,BBT
Sheldon threw his back out handing him that book.,PENNY,True,False,BBT
"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",SHELDON,False,True,BBT
"All-you-can-eat Last Supper Buffet. 
And my personal favorite, Gunning with God.",PERSON,True,True,BBT
What's Gunning with God? I'm afraid to ask.,LEONARD,True,True,BBT
"Oh, it is a hoot and a half.",PERSON,True,True,BBT
"You write your sins on a clay pigeon, they fire 'em up in the air, and you pulverize them with a 12-gauge shotgun full of our Lord's forgiveness.",PERSON,True,True,BBT
"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",LEONARD,False,False,BBT
"Three, sadly, are dead.",RAJ,True,False,BBT
"Mom, you remember Rajesh?",SHELDON,True,False,BBT
"Rajesh, my mother. Of course.",SHELDON,True,False,BBT
Mrs. Cooper. So nice to see you again.,RAJ,True,False,BBT
"Well, it's so nice to see you, too.",PERSON,True,False,BBT
I thought it was our Indians that had the occasional alcohol problem.,PERSON,True,False,BBT
"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",HOWARD,False,False,BBT
Now I'm going out tonight. Would it be crazy to ask you to look at the outfit I'm going to wear?,PENNY,True,False,BBT
"Oh, not crazy at all.
And don't beat yourself up.",PERSON,True,False,BBT
"When I was your age, you could have me for a car ride and a bottle of strawberry wine.",PERSON,True,False,BBT
That will not be in this week's e-mail blast.,SHELDON,True,False,BBT
"No, I'm just allergic to people who get Nobel Prizes for no good reason.",SHELDON,False,True,BBT
That lecture was a waste of time.,SHELDON,True,True,BBT
I made more accurate diagrams of the expansion of the early universe on the nursery wall with the contents of my diaper.,SHELDON,True,True,BBT
Are you getting sick?,AMY,True,True,BBT
"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",SHELDON,False,True,BBT
"Okay, all right.",SHELDON,True,True,BBT
That one was clever.,SHELDON,True,True,BBT
Skeleton with phosphorous on a zip line.,SHELDON,True,True,BBT
"Come on out, merry pranksters.",SHELDON,True,True,BBT
Take a bow.,SHELDON,True,True,BBT
You should've seen your face.,RAJ,True,True,BBT
You have a thing of paper clips right there.,RAJ,False,False,BBT
"It is, isn't it?",SHELDON,True,False,BBT
"(gasps) Oh, bother.",SHELDON,True,False,BBT
"Isn't that just always the way? 
You go to staple something, and you're out of staples.",SHELDON,True,False,BBT
"Gosh, I wish I'd known that earlier today when I was at Staples.",SHELDON,True,False,BBT
"Oh, my God, that's where I know you from.",PENNY,False,True,BBT
"Yeah, sure, come on in.",PENNY,True,True,BBT
Thanks.,LEONARD,True,True,BBT
Want some mac and cheese?,PENNY,True,True,BBT
No. Lactose. Gas.,LEONARD,True,True,BBT
Glass of wine?,PENNY,True,True,BBT
No. Sulfites. Migraines.,LEONARD,True,True,BBT
"Okay, well, I'd offer you Halloween candy, but that's gone.",PENNY,True,True,BBT
"So, what's up?",PENNY,True,True,BBT
"Okay, we used to go out, right?",LEONARD,True,True,BBT
"No. You mean this was all a ruse? Oh, how could I be so stu...",SHELDON,False,False,BBT
"Oh, no! I can't!",SHELDON,True,False,BBT
"Hurry! 
We're running out of time!",BERNADETTE,True,False,BBT
- Okay.,SHELDON,True,False,BBT
Just do it!,BERNADETTE,True,False,BBT
"Oh, God!
One... two...
three!",SHELDON,True,False,BBT
"Trick or treat, bubbeleh.",HOWARD,True,False,BBT
"What?
(laughing)",SHELDON,True,False,BBT
"Well, if you don't mind looking like an orange traffic cone, great.",BERNADETTE,False,True,BBT
"So, Bernadette, how goes the hunt for bridesmaid dresses?",PENNY,True,True,BBT
"said horrible things about each other in public... all in all, a pretty magical night.",LEONARD,False,True,BBT
"Okay. So... we went out, saw a movie, met some nice people,",LEONARD,True,True,BBT
"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",SHELDON,False,True,BBT
"consider changing disciplines.
Yeah, to the humanities-- perhaps history.",SHELDON,True,True,BBT
One of the advantages of teaching history is that you don't have to create things.,SHELDON,True,True,BBT
"You know, you just have to remember stuff that happened and then parrot it back.",SHELDON,True,True,BBT
You could have fun with that.,SHELDON,True,True,BBT
"Yeah, that's not it.",LEONARD,True,True,BBT
Stuart's kind of interested in Amy.,LEONARD,True,True,BBT
"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",SHELDON,False,True,BBT
"No, that was a different, different guy.",LEONARD,True,True,BBT
Was he the one who used your head to open a nut?,SHELDON,True,True,BBT
"Oh, oh, oh.",SHELDON,True,True,BBT
Was he the one who made you eat your arm hair?,SHELDON,True,True,BBT
"No, but, actually, that was this guy's sister.",LEONARD,True,True,BBT
"All right, well, what do you think he wants?",PENNY,True,True,BBT
I don't know.,LEONARD,True,True,BBT
Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,PENNY,False,True,BBT
"Oh, oh, oh.",SHELDON,True,True,BBT
Was he the one who made you eat your arm hair?,SHELDON,True,True,BBT
"No, but, actually, that was this guy's sister.",LEONARD,True,True,BBT
"All right, well, what do you think he wants?",PENNY,True,True,BBT
I don't know.,LEONARD,True,True,BBT
"You know, the holidays are just around the corner.",SHELDON,True,True,BBT
Maybe he wants to see if he can lodge the other testicle up there.,SHELDON,True,True,BBT
I told you. That was a different guy.,LEONARD,True,True,BBT
Sure. You want to see what all the scientists are wearing this year.,LEONARD,False,True,BBT
It's 2:00 a.m. What are you doing up?,LEONARD,True,True,BBT
Nobel Prize acceptance ceremony streaming live from Stockholm.,SHELDON,True,True,BBT
You'd think a winner could make a decent cup of cocoa.,SHELDON,False,True,BBT
Then take away his keys and make him wander the streets with the other drunks.,SHELDON,True,True,BBT
You remember Sheldon and Raj and Howard.,LEONARD,True,True,BBT
"Not really, no.",PERSON,True,True,BBT
"It's funny, huh, Leonard?",PERSON,True,True,BBT
"Back in school, I was the winner and you were the loser.
And now we're reversed.",PERSON,True,True,BBT
You're the winner.,PERSON,True,True,BBT
"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",SHELDON,False,True,BBT
It's probably a euphemism for urination.,SHELDON,True,True,BBT
"Sheldon, what is wrong with you?",PENNY,True,True,BBT
"Not much. Although, I can be faulted for being overly fond of koala bears.",SHELDON,True,True,BBT
"I don't know what it is, when they smart munching on eucalyptus, I just melt inside.",SHELDON,True,True,BBT
"Okay, Amy just told you some exciting news, and you acted like it was no big deal.",PENNY,True,True,BBT
"No, but maybe she wants a man with a pocket watch.",SHELDON,False,False,BBT
I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears.,SHELDON,True,False,BBT
"Oh, my God, now I know what I sound like to you when I say stupid stuff.",PENNY,True,False,BBT
"Ooh, a pocket watch.",SHELDON,True,False,BBT
"Okay, I don't think Amy wants a pocket watch.",PENNY,True,False,BBT
"Well, yeah, sex with you is pretty great. Have you ever tried it?",LEONARD,False,False,BBT
That was a really nice dinner.,PENNY,True,False,BBT
I'm glad you asked me out again.,PENNY,True,False,BBT
"Me, too; I missed you.",LEONARD,True,False,BBT
You see me all the time.,PENNY,True,False,BBT
You sure you just don't miss the sex?,PENNY,True,False,BBT
"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",PERSON1,False,False,BBT
"(chimes) Wisten to me.
Not westauwant; westauwant.",PERSON1,True,False,BBT
"(chimes) I don't know what you mean by ""not westauwant; westauwant.""",PERSON2,True,False,BBT
"See? Total cwap.
You suck, Siwi.",PERSON1,True,False,BBT
"Hey, don't talk to her like that. 
She's a lady.",RAJ,True,False,BBT
You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,LEONARD,False,True,BBT
"This is amazing.
How did you even get this idea?",PENNY,True,True,BBT
"I called your dad.
I asked him what things you liked to do when you were a kid.",LEONARD,True,True,BBT
This seemed easier than getting a cow out here so you could tip it.,LEONARD,True,True,BBT
"Okay, you're kind of really great.",PENNY,True,True,BBT
"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",HOWARD,False,True,BBT
Buzz Lightyear is not real.,RAJ,True,True,BBT
"No, that's not what I'm talking about.",HOWARD,True,True,BBT
"Well, are you talking about when he thought he was real?",RAJ,True,True,BBT
No,HOWARD,True,True,BBT
"Okay, um... how about ""Crash""? 
Howard ""Crash"" Wolowitz.",RAJ,True,True,BBT
Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,SHELDON,False,False,BBT
"And I'm super smart, so it's probably true.",SHELDON,True,False,BBT
"Hey, I've been training in the field of neurobiology for 12 years.",AMY,True,False,BBT
"You've been here for three hours, and you've spent one of them in the bathroom.",AMY,True,False,BBT
I'm sorry! It takes me a while to get things going on an unfamiliar toilet.,SHELDON,True,False,BBT
"Sheldon, I've given you the simplest things to do, and you haven't done one of them right.",AMY,True,False,BBT
"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",AMY,False,True,BBT
All right.,SHELDON,True,True,BBT
I'm no stranger to a little gray matter.,SHELDON,True,True,BBT
Locus coeruleus.,SHELDON,True,True,BBT
Locus coeruleus.,SHELDON,True,True,BBT
"You're getting warmer-- it is, indeed, in the brain.",AMY,True,True,BBT
"Oh, screw her. She's just lucky we let her hang out with us.",AMY,False,False,BBT
"The painting is a constant reminder that of the three of us, she is the least cool.",AMY,True,False,BBT
"Yeah, that's... that's what it is, so...",PENNY,True,False,BBT
You have such a good heart.,AMY,True,False,BBT
Yeah... I try.,PENNY,True,False,BBT
Come on.,AMY,True,False,BBT
"Whoa, whoa, where are we going?",PENNY,True,False,BBT
We're going to go put this painting back up in your apartment.,AMY,True,False,BBT
"Well, what about Bernadette?",PENNY,True,False,BBT
"I'm sorry, it's the bad boy attitude that comes with this hair.",SHELDON,False,False,BBT
"You know, Sheldon, I used to cut my brother's hair. 
I could do it for you.",PENNY,True,False,BBT
"Penny, I know you mean well, offering the skills of the hill folk, but, um,",SHELDON,True,False,BBT
"here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde...",SHELDON,True,False,BBT
"Sheldon, be nice.",LEONARD,True,False,BBT
"Also instead of just living in your mother's house, you could actually live inside her body.",LEONARD,False,True,BBT
Wrong. Leonard?,SHELDON,True,True,BBT
"Horse, but mostly just for the height.",LEONARD,True,True,BBT
A little bit for the genital girth.,LEONARD,True,True,BBT
"Wrong, and let's keep it clean, shall we?",SHELDON,True,True,BBT
"Kangaroo, uh, I'd be Kanga-Jew.",HOWARD,True,True,BBT
The first of my people to dunk a basketball.,HOWARD,True,True,BBT
"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.",RAJ,False,False,BBT
This man became my whole world.,RAJ,True,False,BBT
"Yeah, nice speech, Francine.",PERSON,True,False,BBT
"I'm not done, but thank you.",RAJ,True,False,BBT
I think back....,RAJ,True,False,BBT
"How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",HOWARD,False,True,BBT
"after you had a snootful of this, laddie!",HOWARD,True,True,BBT
Funny.,BERNADETTE,True,True,BBT
You boys have a nice time?,BERNADETTE,True,True,BBT
"Yeah, it was great.",HOWARD,True,True,BBT
"Low-key, like I promised. 
No hanky-panky, no strippers.
Just the guys telling jokes.",HOWARD,True,True,BBT
That's nice.,BERNADETTE,True,True,BBT
"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",HOWARD,False,False,BBT
and she makes me Froot Loops.,HOWARD,True,False,BBT
"Go with gay story, people are more accepting of that.",PERSON1,True,False,BBT
"Actually, Froot Loops just got married to a girl.",PERSON2,True,False,BBT
Congratulations.,PERSON1,True,False,BBT
"Thanks, we decided to do it before the launch.",HOWARD,True,False,BBT
You and Mrs. Loops have a big wedding?,PERSON1,True,False,BBT
"Darn. If you weren't busy, I'd ask you to join us.",SHELDON,False,True,BBT
"""Release the Kraken."" That never gets old.",SHELDON,True,True,BBT
"""Release the Kraken!"" Oh, chills.",SHELDON,True,True,BBT
"Besides, I'm having dinner with Amy.",SHELDON,True,True,BBT
"Oh, okay. I'll just go home and be alone.",RAJ,True,True,BBT
"W-Which is cool.
I eat alone, I sleep alone, I cry alone, so...
Cool.",RAJ,True,True,BBT
I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,SHELDON,False,False,BBT
"You know, joking, kidding around, hurting feelings.",HOWARD,True,False,BBT
"Okay, my turn. 
Let me talk to him.",SHELDON,True,False,BBT
Go ahead.,LEONARD,True,False,BBT
"2311 North Los Robles Avenue, Pasadena, California to International Space Station.
Can you read me? Over.",SHELDON,True,False,BBT
"(imitates walkie-talkie static) Yes, I read you, Sheldon.",HOWARD,True,False,BBT
Copy that. Over. (imitates walkie-talkie static),SHELDON,True,False,BBT
What are you doing?,LEONARD,True,False,BBT
I'm starting to get a sense of it.,LEONARD,False,True,BBT
My tongue won't go as far forward as it used to.,SHELDON,True,True,BBT
Maybe your tongue is shrinking.,LEONARD,True,True,BBT
Nope.,SHELDON,True,True,BBT
"Oh, you have no idea how annoying this is.",SHELDON,True,True,BBT
"Well, if that's all it takes, it's a good thing you don't have a dog.",AMY,False,True,BBT
You slept with him?,AMY,True,True,BBT
"I didn't know what else to do.
He had those big, sad eyes.",PENNY,True,True,BBT
"Oh, sure, you had no choice.",BERNADETTE,True,True,BBT
He looked at me like this.,PENNY,True,True,BBT
"Of course, it is... it's been in the news. And it's a very famous boson.",PENNY,False,False,BBT
"There are some charts in the back where I kept track of shape, color and consistency.",SHELDON,True,False,BBT
Disgusting.,PENNY,True,False,BBT
"No, what's disgusting is he's still keeping track.",LEONARD,True,False,BBT
Why do you need all this stuff...?,PENNY,True,False,BBT
"No, no, no, no... Sorry!",LEONARD,True,False,BBT
I am glad you asked.,SHELDON,True,False,BBT
"Yeah, are you familiar with the Higgs boson?",SHELDON,True,False,BBT
I didn't know they gave Nobel prizes for making boom-boom in the potty.,LEONARD,False,True,BBT
"the paper was rejected, but recently, he was proven right.",SHELDON,True,True,BBT
And now he's on the fast track to win a Nobel prize.,SHELDON,True,True,BBT
"Yeah, that's basically what I said.",PENNY,True,True,BBT
"The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking,",SHELDON,True,True,BBT
perhaps I've already hit upon the idea that will win me my Nobel prize.,SHELDON,True,True,BBT
"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",SHELDON,False,False,BBT
"This will interest you. And, Penny, feel free to paint your nails.",SHELDON,True,False,BBT
What do you got?,LEONARD,True,False,BBT
I believe Alex may have unearthed the grade school science project that could be my ticket to the Nobel Prize.,SHELDON,True,False,BBT
Behold.,SHELDON,True,False,BBT
"""Magnets: What Do They Stick To?"" If the answer is ""metal,"" it's not exactly groundbreaking.",LEONARD,True,False,BBT
We've kind of been involved in a five-year experiment.,PENNY,False,False,BBT
in town were starting to say I was a witch.,SHELDON,True,False,BBT
Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis.,PERSON,True,False,BBT
"Oh, it's about time. I hated the old way.",PENNY,True,False,BBT
Hi. I'm Penny.,PENNY,True,False,BBT
"Alex.
Uh, do you work with Dr. Hofstadter?",PERSON,True,False,BBT
In a way.,PENNY,True,False,BBT
My limbic system wants to take your pants off.,PENNY,False,False,BBT
"Uh, do you work with Dr. Hofstadter?",PERSON,True,False,BBT
In a way.,PENNY,True,False,BBT
We've kind of been involved in a five-year experiment.,PENNY,True,False,BBT
"Oh. Well, you're lucky. He seems very talented.
And I'm sure a lot of people want to work with him.",PERSON,True,False,BBT
"Well, a lot of people can't.",PENNY,True,False,BBT
"Uh, hey.",PENNY,True,False,BBT
Where are we going?,LEONARD,True,False,BBT
"Okay, the NASA Web site says Howard's final descent has begun.",RAJ,False,False,BBT
